AQS Code,CAMS,TCEQ Region,Reg#,Site Name,Latitude,Longitude,Timezone,Params,Activation Date,Deactivation Date
481410045,,EL PASO,6,LINDBERGH,31.846667,-106.588333,MOUNTAIN,,31-Aug-1988,30-Jun-2003
481410043,,EL PASO,6,Buford,31.652222,-106.291111,MOUNTAIN,,06-Jan-1991,31-Dec-1999
481410010,,EL PASO,6,Northeast Clinic,31.899722,-106.4125,MOUNTAIN,,01-Jan-1971,19-Aug-2002
481410001,,EL PASO,6,USEPA-481410001,31.760833,-106.483333,MOUNTAIN,,01-Jan-1957,31-Dec-1995
481410041,,EL PASO,6,VILAS,31.7605,-106.5004,MOUNTAIN,,01-Jan-1983,31-Dec-2003
481410038,,EL PASO,6,Riverside,31.7338,-106.3721,MOUNTAIN,1,01-Jan-1981,
480430001,,EL PASO,6,West Holland,30.341667,-103.658333,CENTRAL,,01-Jan-1974,31-Dec-1974
481090658,658,EL PASO,6,GUADALUPE MOUNTAIN NATIONAL PARK C658,31.891111,-104.806111,CENTRAL,,26-Apr-2006,31-Jan-2007
481410028,30,EL PASO,6,EL PASO EAST C30,31.751667,-106.411111,MOUNTAIN,,01-Jan-1974,01-Sep-1999
482430001,,EL PASO,6,Jeff Davis County Courthouse,30.583333,-103.883333,CENTRAL,,01-Jan-1974,31-Dec-1974
482430002,,EL PASO,6,McDonald Observatory 1974-75,30.666667,-104.008333,CENTRAL,,01-Jan-1974,31-Dec-1975
481410057,49,EL PASO,6,Socorro Hueco,31.6675,-106.288,MOUNTAIN,111,18-Nov-1999,
481350003,"0047, 0122",MIDLAND,7,Odessa-Hays Elementary School,31.8365747,-102.3420368,CENTRAL,91,02-Feb-1993,
481351014,1014,MIDLAND,7,Odessa Gonzales,31.8702534,-102.3347563,CENTRAL,7,06-Jun-2002,
482271072,1072,MIDLAND,7,Big Spring Midway,32.280278,-101.407222,CENTRAL,8,03-Dec-2016,
481350002,,MIDLAND,7,University &amp; Park,31.872222,-102.3525,CENTRAL,,19-Nov-1975,10-Oct-1991
482270002,,MIDLAND,7,Howard County Courthouse,32.251389,-101.476944,CENTRAL,,01-Jan-1975,23-Aug-1983
481350001,,MIDLAND,7,USEPA-481350001,31.873333,-102.345833,CENTRAL,,01-Jan-1963,31-Dec-1983
483290001,,MIDLAND,7,Midland City Hall,32.006389,-102.070833,CENTRAL,,01-Jan-1971,02-Dec-1982
483290002,,MIDLAND,7,Midland Civic Center,31.997778,-102.074167,CENTRAL,,01-Jan-1983,27-Dec-1984
482270001,,MIDLAND,7,Big Spring Fire Station #3,32.248056,-101.466667,CENTRAL,,01-Jan-1971,31-Dec-1977
481350004,14,MIDLAND,7,Odessa El Ranchito,31.826389,-102.308333,CENTRAL,,16-Aug-2000,06-Jun-2002
484510001,,SAN ANGELO,8,San Angelo City Hall,31.465,-100.4375,CENTRAL,,01-Jan-1961,31-Dec-1976
484511001,,SAN ANGELO,8,Fish Hatchery #1,31.461111,-100.435,CENTRAL,,01-Jan-1969,31-Dec-1984
484515016,5016,SAN ANGELO,8,San Angelo KSJT,31.357778,-100.496389,CENTRAL,13,02-Sep-2005,
480271045,1045,WACO,9,Temple Georgia,31.1224187,-97.4310523,CENTRAL,7,04-Oct-2013,
483090001,,WACO,9,USEPA-483090001,31.556944,-97.122222,CENTRAL,,01-Jan-1958,31-Dec-1974
480271047,1047,WACO,9,Killeen Skylark Field,31.0880022,-97.6797343,CENTRAL,7,11-Jun-2009,
483311075,1075,WACO,9,Rockdale John D. Harper Road,30.569444,-97.076111,CENTRAL,8,19-Nov-2016,
483951076,1076,WACO,9,Franklin Oak Grove,31.168889,-96.481944,CENTRAL,8,13-Oct-2016,
483091037,1037,WACO,9,Waco Mazanec,31.6530743,-97.0706982,CENTRAL,14,16-Apr-2007,
483095010,5010,WACO,9,Waco KACT,31.611389,-97.230556,CENTRAL,13,02-Sep-2005,
480410001,,WACO,9,Courthouse Annex,30.674722,-96.370833,CENTRAL,,01-Jan-1971,31-Dec-1981
483090007,,WACO,9,Bosque Blvd,31.548056,-97.163889,CENTRAL,,01-Jan-1973,31-Dec-1988
483090008,,WACO,9,Washington Park,31.558889,-97.132222,CENTRAL,,01-Jan-1976,31-Dec-1981
480270651,651,WACO,9,TEMPLE C651,30.9975,-97.339444,CENTRAL,,31-Jul-2005,07-Nov-2006
484110653,653,WACO,9,Millpond PK San Saba,31.187222,-98.711944,CENTRAL,1,03-Sep-2005,07-Mar-2006
480270001,,WACO,9,Draughton Miller Airport,31.156667,-97.408333,CENTRAL,,20-Sep-1990,30-Dec-1996
483091002,,WACO,9,WACO,31.520556,-97.200556,CENTRAL,,01-Jan-2000,01-Apr-2003
480415011,5011,WACO,9,College Station KCLL,30.5822222,-96.3511111,CENTRAL,13,02-Sep-2005,
483611001,"0009, 0141",BEAUMONT,10,West Orange,30.0852629,-93.7613411,CENTRAL,11,01-Jan-1974,
482450628,"0628, 1628, 628",BEAUMONT,10,SETRPC Port Arthur,29.867756,-93.951163,CENTRAL,10,05-Oct-2004,
482450102,643,BEAUMONT,10,SETRPC 43 Jefferson Co Airport,29.9427514,-94.0006841,CENTRAL,11,05-Aug-2008,
482450018,"1019, 2001",BEAUMONT,10,Jefferson County Airport,29.9427981,-94.00077,CENTRAL,91,01-Oct-1994,
482450009,"0002, 0112, 2002",BEAUMONT,10,Beaumont Downtown,30.0364221,-94.0710606,CENTRAL,144,01-Jan-1980,
482450017,136,BEAUMONT,10,Port Neches Avenue L,29.9825311,-93.9528657,CENTRAL,90,25-Jul-1994,
482450019,"0131, 2000",BEAUMONT,10,City Service Center / PA,29.8938491,-93.9792618,CENTRAL,90,09-May-1997,
482450022,"0064, 0654",BEAUMONT,10,Hamshire,29.8639574,-94.3178017,CENTRAL,12,10-Feb-2000,
482450101,"0640, 1654",BEAUMONT,10,SETRPC  40  Sabine Pass,29.7279314,-93.8940805,CENTRAL,10,01-Jan-2000,
482450011,"0028, 0128, 0228",BEAUMONT,10,Port Arthur West,29.8975163,-93.9910842,CENTRAL,177,01-Jan-1981,
482450014,119,BEAUMONT,10,Groves,29.9611242,-93.895928,CENTRAL,90,01-Sep-1993,
482450021,"0303, 0689",BEAUMONT,10,Port Arthur Memorial School,29.9228943,-93.9090184,CENTRAL,5,06-Mar-2000,
482451035,1035,BEAUMONT,10,Nederland High School,29.9789255,-94.0108717,CENTRAL,64,30-Aug-2006,
482451050,1050,BEAUMONT,10,Beaumont Mary,30.0671163,-94.0909236,CENTRAL,,13-Oct-2010,24-Sep-2015
483611100,"0311, 0642, 0665",BEAUMONT,10,SETRPC 42 Mauriceville,30.1945576,-93.8672365,CENTRAL,81,01-Jan-1999,
482451071,1071,BEAUMONT,10,Port Arthur 7th Street,29.84855,-93.962194,CENTRAL,8,30-Sep-2016,
483611083,1083,BEAUMONT,10,Orange 1st Street,30.153675,-93.725897,CENTRAL,8,03-Oct-2016,
482451010,,BEAUMONT,10,Chriswell,30.096944,-94.095556,CENTRAL,,03-Sep-1992,30-Dec-1996
482450001,,BEAUMONT,10,Beaumont Health Department,30.058333,-94.093333,CENTRAL,,01-Jan-1959,31-Dec-1988
482450002,,BEAUMONT,10,Port Neches Avenue B,29.991667,-93.958333,CENTRAL,,01-Jan-1971,31-Dec-1979
482450003,,BEAUMONT,10,Jefferson County Airport 1971-81,29.954167,-94.016667,CENTRAL,,01-Jan-1971,31-Dec-1981
482450004,,BEAUMONT,10,Gulf States Utilities Neches Station,30.064722,-94.045833,CENTRAL,,01-Jan-1973,31-Dec-1973
482450005,,BEAUMONT,10,Beaumont Water Plant,30.098056,-94.095833,CENTRAL,,01-Jan-1971,31-Dec-1973
482450006,,BEAUMONT,10,Beaumont Avenue,29.870278,-93.934444,CENTRAL,,01-Jan-1973,31-Dec-1979
482450007,,BEAUMONT,10,Lampman Drive Fire Station,30.131667,-94.175833,CENTRAL,,01-Jan-1976,31-Dec-1981
482450008,,BEAUMONT,10,Lamar University,30.041667,-94.079167,CENTRAL,,01-Jan-1979,31-Dec-1981
482451001,,BEAUMONT,10,Hogaboom Road,29.966667,-93.925,CENTRAL,,01-Jan-1966,31-Dec-1969
482451004,,BEAUMONT,10,McKinley Water Station,29.958333,-93.916667,CENTRAL,,01-Jan-1971,31-Dec-1971
482451005,,BEAUMONT,10,Port Arthur Service Center,29.895833,-93.979167,CENTRAL,,01-Jan-1971,01-Jul-1975
482451006,,BEAUMONT,10,Neches Drive,29.983056,-93.945833,CENTRAL,,01-Jan-1971,31-Dec-1971
482451008,,BEAUMONT,10,Port Arthur Main Sewage Plant,29.929167,-93.879167,CENTRAL,,01-Jan-1973,31-Dec-1973
482451009,,BEAUMONT,10,Memorial Blvd,29.909444,-93.943333,CENTRAL,,01-Nov-1979,31-Dec-1988
482452001,,BEAUMONT,10,Winnie &amp; Hamshire,29.833333,-94.3375,CENTRAL,,01-Jan-1973,31-Dec-1973
482452003,,BEAUMONT,10,Orchard Street,29.970833,-93.929167,CENTRAL,,01-Jan-1971,31-Dec-1971
482452004,,BEAUMONT,10,West 90th Street,29.943056,-94.002778,CENTRAL,,01-Jan-1979,31-Dec-1981
482452005,,BEAUMONT,10,Port Neches Sewage Plant,29.945833,-93.945833,CENTRAL,,01-Jan-1971,31-Dec-1974
482453001,,BEAUMONT,10,Memorial &amp; 32nd,29.914444,-93.941111,CENTRAL,,01-Jan-1967,31-Dec-1971
482453004,,BEAUMONT,10,Picton Towing,29.8375,-93.958333,CENTRAL,,01-Jan-1973,31-Dec-1973
482454004,,BEAUMONT,10,Park Street,29.965556,-93.953889,CENTRAL,,01-Jan-1972,01-Jul-1975
483470001,,BEAUMONT,10,SFA University Forestry Building,31.628056,-94.647222,CENTRAL,,01-Jan-1975,01-Jan-1977
483470002,,BEAUMONT,10,Nacodoches Fire Station,31.5775,-94.675,CENTRAL,,01-Jan-1982,24-Jul-1983
483610001,,BEAUMONT,10,Orange 7th at Elm,30.096667,-93.736111,CENTRAL,,01-Jan-1966,31-Dec-1971
483610002,,BEAUMONT,10,Orange Health Department,30.096667,-93.736111,CENTRAL,,01-Jan-1967,31-Dec-1976
482450010,,BEAUMONT,10,Tyrell School,29.718056,-93.896944,CENTRAL,,01-Jan-1981,01-Jan-1985
483739001,1027,BEAUMONT,10,C1027-Alabama-Coushatta-TX,30.701667,-94.673889,CENTRAL,,13-Apr-2005,17-Oct-2008
483510639,639,BEAUMONT,10,Newton NTRD C639,30.8847222,-93.7419444,CENTRAL,,22-Jul-2005,07-Nov-2006
480055013,5013,BEAUMONT,10,Lufkin KLFK,31.233889,-94.75,CENTRAL,13,02-Sep-2005,
484050646,646,BEAUMONT,10,San Augustine Airport NTRD,31.539444,-94.170278,CENTRAL,,27-Jul-2005,15-Dec-2006
481990002,,BEAUMONT,10,Kountze City Hall,30.381389,-94.315556,CENTRAL,,01-Jan-1989,31-Dec-1993
482450020,"0054, 0130",BEAUMONT,10,CARROLL STREET PARK,30.0660458,-94.0773862,CENTRAL,,18-Nov-1997,30-Jul-2008
482090614,614,AUSTIN,11,Dripping Springs School,30.2146162,-98.0833473,CENTRAL,10,11-Mar-2003,
484530326,326,AUSTIN,11,Zavala Elementary,30.2583319,-97.7203007,CENTRAL,7,18-Feb-2009,
484530021,171,AUSTIN,11,Austin Webberville Rd,30.2632079,-97.7128831,CENTRAL,99,29-Sep-1999,
484531603,1603,AUSTIN,11,Gorzycki Middle School,30.216397,-97.893744,CENTRAL,6,16-Apr-2014,
480551604,1604,AUSTIN,11,Lockhart,29.864917,-97.664936,CENTRAL,6,24-Apr-2014,
484531026,1026,AUSTIN,11,Austin 5th Street,30.259506,-97.7209,CENTRAL,,04-Sep-2014,29-Oct-2015
484531068,1068,AUSTIN,11,Austin North Interstate 35,30.35386,-97.69166,CENTRAL,10,16-Apr-2014,
482091675,1675,AUSTIN,11,CAPCOG San Marcos Staples Road,29.862281,-97.928856,CENTRAL,6,20-Sep-2011,
484910690,690,AUSTIN,11,CAPCOG Lake Georgetown,30.6664421,-97.734579,CENTRAL,7,20-Sep-2007,
484916602,6602,AUSTIN,11,CAPCOG Hutto College Street,30.545706,-97.541794,CENTRAL,7,18-May-2011,
484531605,1605,AUSTIN,11,St. Edwards University,30.228536,-97.754395,CENTRAL,10,22-Jan-2016,
480530322,322,AUSTIN,11,Burnet County Hospital C322,30.7324069,-98.2365001,CENTRAL,,24-Jun-2004,29-Jul-2005
482090675,675,AUSTIN,11,CAPCOG San Marcos,29.890833,-97.948333,CENTRAL,,02-Jun-2006,14-Sep-2011
484910674,674,AUSTIN,11,CAPCOG Round Rock,30.532778,-97.685,CENTRAL,,02-Jun-2006,31-Oct-2010
480210684,684,AUSTIN,11,McKinney Roughs,30.140877,-97.4588971,CENTRAL,6,16-Aug-2006,
480550062,62,AUSTIN,11,San Marcos Airport,29.888056,-97.877778,CENTRAL,,12-Aug-1998,05-Apr-2003
484530613,613,AUSTIN,11,PFLUGERVILLE WASTEWATER,30.418611,-97.601389,CENTRAL,,10-Dec-2002,03-Nov-2006
484530017,32,AUSTIN,11,AUSTIN DOWNTOWN C32,30.264167,-97.746111,CENTRAL,,01-Jun-1988,19-May-1998
484530015,,AUSTIN,11,TCEQ-484530015,30.238889,-97.702778,CENTRAL,,01-Jan-1979,31-Dec-2001
484530016,,AUSTIN,11,Webberville Road,30.265278,-97.709444,CENTRAL,,01-Jan-1981,14-Nov-1999
484530010,,AUSTIN,11,Ridgetop School,30.3125,-97.716389,CENTRAL,,01-Jan-1973,30-Dec-1996
484530003,25,AUSTIN,11,PARMER LANE CAMS 25,30.42,-97.706944,CENTRAL,,01-Jan-1981,28-Feb-1997
482090001,,AUSTIN,11,Dunbar School,29.879167,-97.933333,CENTRAL,,01-Jan-1971,31-Dec-1975
482090002,,AUSTIN,11,Hays County Health Department,29.881389,-97.933333,CENTRAL,,01-Jan-1975,31-Dec-1981
484530001,,AUSTIN,11,Austin City Hall,30.271111,-97.744444,CENTRAL,,01-Jan-1958,16-Sep-1971
484530002,,AUSTIN,11,East 53rd,30.313333,-97.714444,CENTRAL,,01-Jan-1967,31-Dec-1981
484530004,,AUSTIN,11,Austin City-County Health Department,30.271111,-97.733889,CENTRAL,,01-Jan-1971,24-Jun-1983
484530005,,AUSTIN,11,Mollie Dawson School,30.236111,-97.766667,CENTRAL,,01-Jan-1972,24-Jun-1983
484530006,,AUSTIN,11,Research Blvd Fire Station,30.346944,-97.711667,CENTRAL,,01-Jan-1972,24-Jun-1976
484530007,,AUSTIN,11,Govalle Fire Station,30.2625,-97.694444,CENTRAL,,01-Jan-1972,31-Dec-1976
484530008,,AUSTIN,11,Balcones Drive Fire Station,30.337222,-97.758333,CENTRAL,,01-Jan-1972,31-Dec-1981
484530011,,AUSTIN,11,Hunters Glen,30.212778,-97.7875,CENTRAL,,01-Jan-1973,31-Dec-1981
484530012,,AUSTIN,11,TACB Headquarters,30.373611,-97.7375,CENTRAL,,01-Jan-1974,31-Dec-1981
484530013,,AUSTIN,11,Lavaca &amp; 17th,30.276389,-97.739444,CENTRAL,,01-Jan-1976,31-Dec-1981
484531001,,AUSTIN,11,Camp Croft at Westlake High Road,30.282778,-97.816667,CENTRAL,,01-Jan-1973,31-Dec-1975
484531002,,AUSTIN,11,Mount Larson,30.319444,-97.805556,CENTRAL,,01-Jan-1973,31-Dec-1981
484535001,"5001, 5002",AUSTIN,11,Camp Mabry KATT,30.3136111,-97.7613889,CENTRAL,13,15-Sep-1998,
484535003,5003,AUSTIN,11,Austin Bergstrom KAUS,30.1944444,-97.67,CENTRAL,13,17-Jun-2004,
480535009,5009,AUSTIN,11,Burnet County Airport KBMQ,30.7388889,-98.2386111,CENTRAL,13,17-Jun-2004,
481490001,"0016, 0601",AUSTIN,11,Fayette County,29.9624745,-96.7458748,CENTRAL,8,18-May-2000,
484530020,38,AUSTIN,11,Austin Audubon Society,30.4831681,-97.8723005,CENTRAL,17,28-Feb-1997,
484530014,3,AUSTIN,11,Austin Northwest,30.3544356,-97.7602554,CENTRAL,12,01-Jan-1979,
482010047,408,HOUSTON,12,Lang,29.834167,-95.489167,CENTRAL,5,01-Jan-1978,
482010066,410,HOUSTON,12,Houston Westhollow,29.723333,-95.635833,CENTRAL,8,01-Jul-1994,
481675005,5005,HOUSTON,12,Galveston Airport KGLS,29.270278,-94.864167,CENTRAL,13,22-Jan-2003,
483395006,5006,HOUSTON,12,Conroe Airport KCXO,30.356667,-95.413889,CENTRAL,13,22-Jan-2003,
482010617,617,HOUSTON,12,Wallisville Road,29.821389,-94.99,CENTRAL,60,30-May-2003,
481670571,571,HOUSTON,12,Clear Creek High School,29.525556,-95.070556,CENTRAL,2,12-Sep-2003,
482010572,572,HOUSTON,12,Clear Lake High School,29.583333,-95.105,CENTRAL,2,12-Sep-2003,
482010560,560,HOUSTON,12,Atascocita,29.961944,-95.235,CENTRAL,9,29-Jul-2004,
482010561,561,HOUSTON,12,Meyer Park,30.011667,-95.5225,CENTRAL,1,30-Jul-2004,
482010562,562,HOUSTON,12,Bunker Hill Village,29.778333,-95.538056,CENTRAL,1,08-Oct-2004,
484715012,5012,HOUSTON,12,Huntsville KUTS,30.755278,-95.587222,CENTRAL,13,01-Aug-2005,
481670014,"0034, 0109, 0152",HOUSTON,12,GALVESTON AIRPORT,29.263319,-94.8565681,CENTRAL,,01-Dec-1993,22-Mar-2007
482010808,608,HOUSTON,12,HRM-8 LaPorte C608,29.646111,-95.056389,CENTRAL,,01-Nov-1999,07-Dec-2001
482011003,18,HOUSTON,12,DEER PARK,29.679167,-95.130833,CENTRAL,,01-Jan-1981,23-Oct-1996
482010059,22,HOUSTON,12,MANCHESTER,29.705833,-95.281111,CENTRAL,,01-Jan-1981,21-Jan-1998
481671002,10,HOUSTON,12,TEXAS CITY,29.397778,-94.933333,CENTRAL,,01-Jan-1974,10-Jul-2004
482011040,51,HOUSTON,12,ELLINGTON FIELD,29.613056,-95.173333,CENTRAL,,21-May-1997,03-May-2005
481670053,100,HOUSTON,12,NESSLER POOL,29.39,-94.919444,CENTRAL,,01-Jan-1979,30-Jul-2007
482010804,604,HOUSTON,12,HRM-4 Sheldon Rd C604,29.834722,-95.131944,CENTRAL,,29-Nov-1999,06-Dec-2001
482010051,409,HOUSTON,12,Houston Croquet,29.623889,-95.474167,CENTRAL,8,01-Jan-1978,
482011037,407,HOUSTON,12,HOUSTON CRAWFORD,29.751111,-95.361667,CENTRAL,,17-Aug-1971,27-Mar-2001
482011041,"0166, 0245",HOUSTON,12,SAN JACINTO MONUMENT,29.751944,-95.083333,CENTRAL,,17-Apr-2000,01-May-2003
482010671,"0671, 671",HOUSTON,12,Goodyear GC,29.706111,-95.255,CENTRAL,12,04-May-2006,
482010669,669,HOUSTON,12,TPC FTIR South,29.694722,-95.252778,CENTRAL,6,13-Jan-2006,
482010670,670,HOUSTON,12,TPC FTIR North,29.701944,-95.257222,CENTRAL,4,01-Jan-2006,
482010672,672,HOUSTON,12,PASADENA  AAMS  C672,29.6891592,-95.2038208,CENTRAL,,19-Jul-2006,03-Mar-2009
482010062,406,HOUSTON,12,Houston Monroe,29.625556,-95.267222,CENTRAL,4,01-Jan-1984,
482010030,1030,HOUSTON,12,Channelview North,29.8542881,-95.1287108,CENTRAL,,06-Dec-2005,02-Oct-2007
482015002,,HOUSTON,12,Shaw,29.713056,-95.2125,CENTRAL,,01-Jan-1967,12-Jun-1997
482017001,,HOUSTON,12,Seabrook Intermediate School,29.571944,-95.016667,CENTRAL,,01-Jan-1978,01-Jan-1983
482013001,,HOUSTON,12,USEPA-482013001,29.760556,-95.370278,CENTRAL,,01-Jan-1957,31-Dec-1988
482010807,607,HOUSTON,12,HRM 7 BAYTOWN,29.768889,-95.0175,CENTRAL,,29-Nov-1999,07-Dec-2001
482010064,,HOUSTON,12,ALLENDALE SUBDIVISION,29.699444,-95.268889,CENTRAL,,19-Jan-1993,01-May-1999
482010075,411,HOUSTON,12,Houston Texas Avenue,29.752778,-95.350278,CENTRAL,4,30-Mar-2001,
483390089,65,HOUSTON,12,CONROE,30.353889,-95.421667,CENTRAL,,01-Oct-1999,01-Jun-2002
483210001,,HOUSTON,12,USEPA-483210001,28.685278,-95.973333,CENTRAL,,01-Jan-1965,31-Dec-1980
482012001,,HOUSTON,12,Clinton Street,29.731667,-95.240556,CENTRAL,,01-Jan-1967,31-Dec-1968
482012002,,HOUSTON,12,Stewart Street,29.734444,-95.238611,CENTRAL,,01-Jan-1983,27-Jun-1988
482012003,,HOUSTON,12,Chambers Elementary School,29.698611,-95.567778,CENTRAL,,01-Jan-1972,31-Dec-1981
482012004,,HOUSTON,12,Hartsock,29.636944,-95.228333,CENTRAL,,01-Jan-1967,31-Dec-1981
482012005,,HOUSTON,12,West Harris,29.697778,-95.218333,CENTRAL,,01-Jan-1982,31-Dec-1984
482012006,,HOUSTON,12,San Jacinto Junior College,29.653889,-95.118056,CENTRAL,,01-Jan-1972,31-Dec-1981
482013002,,HOUSTON,12,North San Jacinto,29.756389,-95.370278,CENTRAL,,01-Jan-1967,31-Dec-1981
482013003,,HOUSTON,12,San Antonio-Manchester,29.720556,-95.283889,CENTRAL,,01-Jan-1967,31-Dec-1981
482014001,,HOUSTON,12,Jacinto City,29.769444,-95.245,CENTRAL,,01-Jan-1968,31-Dec-1968
482014002,,HOUSTON,12,Civic Center,29.659444,-95.015833,CENTRAL,,01-Jan-1973,31-Dec-1981
